time,ground_displacement,relative_displacement,roof_displacement
-1.8300000000001,-3.5160152430719,33.937174153239,-37.453189396311
-1.8200000000001,-3.1343790497744,29.178334996786,-32.31271404656
-1.8100000000001,-2.6928334152559,23.899140706946,-26.591974122202
-1.8000000000001,-2.1981467068832,18.199973347871,-20.398120054754
-1.7900000000001,-1.6579357572129,12.196572028001,-13.854507785214
-1.7800000000001,-1.0805458508163,6.0108951804246,-7.0914410312408
-1.7700000000001,-0.47491921437503,-0.23241916406314,-0.24250005031188
-1.7600000000001,0.1495459159721,-6.4169861354546,6.5665320514267
-1.7500000000001,0.78314342744169,-12.444449720915,13.227593148357
-1.7400000000001,1.4160123274323,-18.224961008964,19.640973336396
-1.7300000000001,2.0382921915051,-23.67465239186,25.712944583365
-1.7200000000001,2.6402786109962,-28.710196741438,31.350475352434
-1.7100000000001,3.2125761887397,-33.250919569523,36.463495758263
-1.7000000000001,3.746246670042,-37.217073538617,40.963320208659
-1.6900000000001,4.232949872761,-40.533098750871,44.766048623632
-1.6800000000001,4.6650751939044,-43.140251734195,47.8053269281
-1.6700000000001,5.035861618765,-44.996977548767,50.032839167532
-1.6600000000001,5.3395043399328,-46.079876779997,51.419381119929
-1.6500000000001,5.5712463046834,-46.378333320673,51.949579625357
-1.6400000000001,5.7274532469303,-45.889968642777,51.617421889707
-1.6300000000001,5.8056710203788,-44.619537423053,50.425208443432
-1.6200000000001,5.8046643286368,-42.578052720942,48.382717049579
-1.6100000000001,5.7244362414118,-39.789752016166,45.514188257578
-1.6000000000001,5.5662281889373,-36.293782228327,41.860010417264
-1.5900000000001,5.3325004346325,-32.15352536572,37.486025800353
-1.5800000000001,5.0268933338684,-27.457829978504,32.484723312372
-1.5700000000001,4.6541699897215,-22.307236478811,26.961406468532
-1.5600000000001,4.2201412099731,-16.810520805324,21.030662015297
-1.5500000000001,3.7315739487281,-11.077413038322,14.80898698705
-1.5400000000001,3.196084676479,-5.2101124150821,8.4061970915611
-1.5300000000001,2.6220193601273,0.69866791437339,1.9233514457539
-1.5200000000001,2.0183219456356,6.5579476220348,-4.5396256763992
-1.5100000000001,1.3943934173034,12.276162872075,-10.881769454772
-1.5000000000001,0.75994365626581,17.760250679114,-17.000307022848
-1.4900000000001,0.12483843437344,22.912883036915,-22.788044602541
-1.4800000000001,-0.50105604367618,27.642437788769,-28.143493832445
-1.4700000000001,-1.1080285984212,31.869338316512,-32.977366914933
-1.4600000000001,-1.6866760823986,35.524570980825,-37.211247063224
-1.4500000000001,-2.2280515227169,38.556003399182,-40.784054921899
-1.4400000000001,-2.7238050632799,40.927306334133,-43.651111397412
-1.4300000000001,-3.1663154840621,42.604441328437,-45.770756812499
-1.4200000000001,-3.5488102234434,43.555741188722,-47.104551412166
-1.4100000000001,-3.8654720109267,43.757306042973,-47.6227780539
-1.4000000000001,-4.1115304287291,43.192031123604,-47.303561552333
-1.3900000000001,-4.2833369584175,41.855459658874,-46.138796617292
-1.3800000000001,-4.3784223292165,39.769524287128,-44.147946616345
-1.3700000000001,-4.3955352637278,36.980161112363,-41.375696376091
-1.3600000000001,-4.3346620101794,33.552020751723,-37.886682761902
-1.3500000000001,-4.1970263533329,29.567559106598,-33.764585459931
-1.3400000000001,-3.9850701040405,25.113617868822,-29.098687972863
-1.3300000000001,-3.7024143753099,20.274060413504,-23.976474788814
-1.3200000000001,-3.3538022557461,15.134099266257,-18.487901522003
-1.3100000000001,-2.9450237846126,9.7785827357484,-12.723606520361
-1.3000000000001,-2.4828244118746,4.2923412590082,-6.7751656708828
-1.2900000000001,-1.9747983870337,-1.2304001278737,-0.74439825916
-1.2800000000001,-1.4292687582539,-6.6878585418144,5.2585897835605
-1.2700000000001,-0.85515587443731,-11.982263334598,11.127107460161
-1.2600000000001,-0.26183646422989,-17.022635634358,16.760799170128
-1.2500000000001,0.34100448545872,-21.725916581543,22.066921067002
-1.2400000000001,0.94352671527652,-26.024557177108,26.968083892385
-1.2300000000001,1.5358901307349,-29.862909102245,31.398799232979
-1.2200000000001,2.1084102394788,-33.187837230141,35.29624746962
-1.2100000000001,2.6517111370026,-35.94712027499,38.598831411993
-1.2000000000001,3.1568736279521,-38.087498385942,41.244372013894
-1.1900000000001,3.6155761468716,-39.558180089943,43.173756236814
-1.1800000000001,4.0202262558076,-40.320274197319,44.340500453126
-1.1700000000001,4.3640806447925,-40.353477893297,44.717558538089
-1.1600000000001,4.6413517425455,-39.659216867099,44.300568609645
-1.1500000000001,4.8472992558943,-38.262153925203,43.109453181097
-1.1400000000001,4.978305194104,-36.20683374647,41.185138940574
-1.1300000000001,5.0319311947527,-33.548126722099,38.580057916851
-1.1200000000001,5.0069572469087,-30.341766292183,35.348723539092
-1.1100000000001,4.9034012007408,-26.647514020702,31.550915221443
-1.1000000000001,4.7225187557019,-22.532045818143,27.254564573845
-1.0900000000001,4.4667839272942,-18.065494650629,22.532278577924
-1.0800000000001,4.1398503002844,-13.328262131187,17.468112431471
-1.0700000000001,3.7464936792536,-8.4109787875306,12.157472466784
-1.0600000000001,3.2925370407378,-3.4114220847836,6.7039591255213
-1.0500000000001,2.7847589703315,1.5786832504823,1.2060757198492
-1.0400000000001,2.2307870285826,6.4766201825062,-4.2458331539236
-1.0300000000001,1.6389777271856,11.207547661299,-9.5685699341135
-1.0200000000001,1.0182850081495,15.710967137088,-14.692682128939
-1.0100000000001,0.37811929992958,19.924961713193,-19.546842413263
-1.0000000000001,-0.27180062687715,23.787873540326,-24.059674167203
-0.99000000000006,-0.92160066811768,27.236192111879,-28.157792779997
-0.98000000000006,-1.5614068460793,30.199171858446,-31.760578704525
-0.97000000000006,-2.1815007693649,32.610519278941,-34.792020048306
-0.96000000000006,-2.7724726411149,34.418733843526,-37.191206484641
-0.95000000000006,-3.325369402707,35.594212039873,-38.91958144258
-0.94000000000006,-3.8318356767773,36.120808190348,-39.952643867126
-0.93000000000006,-4.2842452869647,36.003280024245,-40.28752531121
-0.92000000000006,-4.6758212803897,35.26367721645,-39.93949849684
-0.91000000000006,-5.0007425601928,33.924013365432,-38.924755925625
-0.90000000000006,-5.2542354466255,32.013685625475,-37.2679210721
-0.89000000000006,-5.432648722869,29.568381410629,-35.001030133498
-0.88000000000006,-5.5335109822072,26.632437775222,-32.165948757429
-0.87000000000006,-5.5555693723014,23.265539810559,-28.821109182861
-0.86000000000006,-5.4988091256835,19.541099262023,-25.039908387706
-0.85000000000006,-5.3644535686014,15.539329938657,-20.903783507258
-0.84000000000006,-5.1549446082095,11.342586496633,-16.497531104843
-0.83000000000006,-4.8739040059683,7.0326687973519,-11.90657280332
